Start Date,End Date,Approving,Disapproving,Unsure/NoData,Year,Month
04/22/2014,2014-04-24,44,50,6,2014,4
04/21/2014,2014-04-23,45,49,6,2014,4
04/19/2014,2014-04-22,45,49,6,2014,4
04/18/2014,2014-04-21,46,48,6,2014,4
04/17/2014,2014-04-19,45,49,6,2014,4
04/16/2014,2014-04-18,45,49,6,2014,4
04/15/2014,2014-04-17,43,50,7,2014,4
04/14/2014,2014-04-16,42,51,7,2014,4
04/13/2014,2014-04-15,42,52,6,2014,4
04/12/2014,2014-04-14,43,51,6,2014,4
04/11/2014,2014-04-13,44,50,6,2014,4
04/10/2014,2014-04-12,43,51,6,2014,4
04/09/2014,2014-04-11,43,51,6,2014,4
04/08/2014,2014-04-10,42,52,6,2014,4
04/07/2014,2014-04-09,42,52,6,2014,4
04/06/2014,2014-04-08,44,51,5,2014,4
04/05/2014,2014-04-07,44,51,5,2014,4
04/04/2014,2014-04-06,44,52,4,2014,4
04/03/2014,2014-04-05,42,53,5,2014,4
04/02/2014,2014-04-04,43,53,4,2014,4
04/01/2014,2014-04-03,45,50,5,2014,4
03/31/2014,2014-04-02,45,50,5,2014,4
03/30/2014,2014-04-01,44,50,6,2014,4
03/29/2014,2014-03-31,44,51,5,2014,3
03/28/2014,2014-03-30,45,50,5,2014,3
03/27/2014,2014-03-29,43,52,5,2014,3
03/26/2014,2014-03-28,43,52,5,2014,3
03/25/2014,2014-03-27,40,54,6,2014,3
03/24/2014,2014-03-26,42,53,5,2014,3
03/23/2014,2014-03-25,42,52,6,2014,3
03/22/2014,2014-03-24,45,50,5,2014,3
03/21/2014,2014-03-23,44,51,5,2014,3
03/20/2014,2014-03-22,43,53,4,2014,3
03/19/2014,2014-03-21,40,55,5,2014,3
03/18/2014,2014-03-20,43,52,5,2014,3
03/17/2014,2014-03-19,45,49,6,2014,3
03/16/2014,2014-03-18,45,49,6,2014,3
03/15/2014,2014-03-17,41,52,7,2014,3
03/14/2014,2014-03-16,40,55,5,2014,3
03/13/2014,2014-03-15,40,54,6,2014,3
03/12/2014,2014-03-14,39,55,6,2014,3
03/11/2014,2014-03-13,40,54,6,2014,3
03/10/2014,2014-03-12,41,54,5,2014,3
03/09/2014,2014-03-11,43,52,5,2014,3
03/08/2014,2014-03-10,45,51,4,2014,3
03/07/2014,2014-03-09,45,51,4,2014,3
03/05/2014,2014-03-08,45,51,4,2014,3
03/04/2014,2014-03-06,42,55,3,2014,3
03/03/2014,2014-03-05,41,55,4,2014,3
03/02/2014,2014-03-04,42,54,4,2014,3
03/01/2014,2014-03-03,43,52,5,2014,3
02/28/2014,2014-03-02,42,54,4,2014,3
02/27/2014,2014-03-01,40,56,4,2014,3
02/26/2014,2014-02-28,40,56,4,2014,2
02/25/2014,2014-02-27,42,54,6,2014,2
02/24/2014,2014-02-26,42,54,4,2014,2
02/23/2014,2014-02-25,43,54,3,2014,2
02/22/2014,2014-02-24,44,53,3,2014,2
02/21/2014,2014-02-23,44,52,4,2014,2
02/20/2014,2014-02-22,44,51,5,2014,2
02/19/2014,2014-02-21,44,51,5,2014,2
02/18/2014,2014-02-20,45,50,5,2014,2
02/17/2014,2014-02-19,46,50,4,2014,2
02/16/2014,2014-02-18,44,50,6,2014,2
02/15/2014,2014-02-17,42,52,6,2014,2
02/14/2014,2014-02-16,41,53,6,2014,2
02/13/2014,2014-02-15,41,53,6,2014,2
02/12/2014,2014-02-14,40,52,8,2014,2
02/11/2014,2014-02-13,40,52,8,2014,2
02/10/2014,2014-02-12,39,51,10,2014,2
02/09/2014,2014-02-11,40,51,9,2014,2
02/08/2014,2014-02-10,42,50,8,2014,2
02/07/2014,2014-02-09,42,51,7,2014,2
02/06/2014,2014-02-08,41,51,8,2014,2
02/05/2014,2014-02-07,39,52,9,2014,2
02/03/2014,2014-02-06,40,51,9,2014,2
02/01/2014,2014-02-05,41,50,9,2014,2
01/31/2014,2014-02-03,40,51,9,2014,2
01/30/2014,2014-02-01,41,51,8,2014,2
01/29/2014,2014-01-31,42,51,7,2014,1
01/28/2014,2014-01-30,43,50,7,2014,1
01/27/2014,2014-01-29,42,49,9,2014,1
01/26/2014,2014-01-28,41,50,9,2014,1
01/25/2014,2014-01-27,41,50,9,2014,1
01/24/2014,2014-01-26,41,52,7,2014,1
01/23/2014,2014-01-25,42,51,7,2014,1
01/22/2014,2014-01-24,43,50,7,2014,1
01/21/2014,2014-01-23,43,49,8,2014,1
01/20/2014,2014-01-22,42,49,9,2014,1
01/19/2014,2014-01-21,42,49,9,2014,1
01/18/2014,2014-01-20,41,50,9,2014,1
01/17/2014,2014-01-19,40,51,9,2014,1
01/16/2014,2014-01-18,40,52,8,2014,1
01/15/2014,2014-01-17,39,53,8,2014,1
01/14/2014,2014-01-16,39,53,8,2014,1
01/13/2014,2014-01-15,39,53,8,2014,1
01/12/2014,2014-01-14,40,52,8,2014,1
01/11/2014,2014-01-13,40,53,7,2014,1
01/10/2014,2014-01-12,42,51,7,2014,1
01/09/2014,2014-01-11,43,51,6,2014,1
01/08/2014,2014-01-10,42,50,8,2014,1
01/07/2014,2014-01-09,42,50,8,2014,1
01/06/2014,2014-01-08,41,51,8,2014,1
01/05/2014,2014-01-07,41,52,7,2014,1
01/04/2014,2014-01-06,41,53,6,2014,1
01/03/2014,2014-01-05,41,53,6,2014,1
01/02/2014,2014-01-04,40,53,7,2014,1
12/29/2013,2014-01-03,40,53,7,2014,1
12/28/2013,2014-01-02,42,50,8,2014,1
12/27/2013,2013-12-29,44,49,7,2013,12
12/26/2013,2013-12-28,44,49,7,2013,12
12/23/2013,2013-12-27,42,52,6,2013,12
12/22/2013,2013-12-26,40,53,7,2013,12
12/21/2013,2013-12-23,39,54,7,2013,12
12/20/2013,2013-12-22,40,53,7,2013,12
12/19/2013,2013-12-21,40,53,7,2013,12
12/18/2013,2013-12-20,40,52,8,2013,12
12/17/2013,2013-12-19,40,52,8,2013,12
12/16/2013,2013-12-18,41,51,8,2013,12
12/15/2013,2013-12-17,42,50,8,2013,12
12/14/2013,2013-12-16,41,50,9,2013,12
12/13/2013,2013-12-15,41,50,9,2013,12
12/12/2013,2013-12-14,41,51,8,2013,12
12/11/2013,2013-12-13,41,50,9,2013,12
12/10/2013,2013-12-12,42,49,9,2013,12
12/09/2013,2013-12-11,42,49,9,2013,12
12/08/2013,2013-12-10,41,49,10,2013,12
12/07/2013,2013-12-09,40,51,9,2013,12
12/06/2013,2013-12-08,41,50,9,2013,12
12/04/2013,2013-12-06,42,51,7,2013,12
12/03/2013,2013-12-05,43,50,7,2013,12
12/02/2013,2013-12-04,42,51,7,2013,12
12/01/2013,2013-12-03,41,51,8,2013,12
11/30/2013,2013-12-02,40,53,7,2013,12
11/29/2013,2013-12-01,41,52,7,2013,12
11/27/2013,2013-11-30,42,52,6,2013,11
11/26/2013,2013-11-29,42,51,7,2013,11
11/25/2013,2013-11-27,42,52,6,2013,11
11/24/2013,2013-11-26,44,51,5,2013,11
11/23/2013,2013-11-25,42,52,6,2013,11
11/22/2013,2013-11-24,41,52,7,2013,11
11/21/2013,2013-11-23,39,53,8,2013,11
11/19/2013,2013-11-22,40,53,7,2013,11
11/18/2013,2013-11-21,39,54,7,2013,11
11/17/2013,2013-11-19,40,53,7,2013,11
11/16/2013,2013-11-18,41,53,6,2013,11
11/15/2013,2013-11-17,41,53,6,2013,11
11/14/2013,2013-11-16,41,53,6,2013,11
11/13/2013,2013-11-15,40,53,7,2013,11
11/12/2013,2013-11-14,42,52,6,2013,11
11/11/2013,2013-11-13,42,52,6,2013,11
11/10/2013,2013-11-12,42,52,6,2013,11
11/09/2013,2013-11-11,40,54,6,2013,11
11/08/2013,2013-11-10,40,54,6,2013,11
11/07/2013,2013-11-09,41,53,6,2013,11
11/06/2013,2013-11-08,42,51,7,2013,11
11/05/2013,2013-11-07,43,50,7,2013,11
11/04/2013,2013-11-06,42,51,7,2013,11
11/03/2013,2013-11-05,40,53,7,2013,11
11/02/2013,2013-11-04,39,53,8,2013,11
11/01/2013,2013-11-03,40,53,7,2013,11
10/30/2013,2013-11-02,40,53,7,2013,11
10/29/2013,2013-11-01,41,51,8,2013,11
10/28/2013,2013-10-30,41,51,8,2013,10
10/27/2013,2013-10-29,42,50,8,2013,10
10/26/2013,2013-10-28,44,49,7,2013,10
10/25/2013,2013-10-27,44,49,7,2013,10
10/24/2013,2013-10-26,44,50,6,2013,10
10/23/2013,2013-10-25,42,51,7,2013,10
10/22/2013,2013-10-24,42,52,6,2013,10
10/21/2013,2013-10-23,43,50,7,2013,10
10/20/2013,2013-10-22,43,51,6,2013,10
10/19/2013,2013-10-21,44,50,6,2013,10
10/18/2013,2013-10-20,43,51,6,2013,10
10/17/2013,2013-10-19,44,50,6,2013,10
10/16/2013,2013-10-18,42,51,7,2013,10
10/15/2013,2013-10-17,43,50,7,2013,10
10/14/2013,2013-10-16,42,52,6,2013,10
10/13/2013,2013-10-15,43,51,6,2013,10
10/12/2013,2013-10-14,42,51,7,2013,10
10/11/2013,2013-10-13,41,53,6,2013,10
10/10/2013,2013-10-12,41,53,6,2013,10
10/09/2013,2013-10-11,42,52,6,2013,10
10/08/2013,2013-10-10,43,51,6,2013,10
10/08/2013,2013-10-10,43,51,6,2013,10
10/07/2013,2013-10-09,43,50,7,2013,10
10/06/2013,2013-10-08,44,51,5,2013,10
10/05/2013,2013-10-07,46,48,6,2013,10
10/04/2013,2013-10-06,45,49,6,2013,10
10/03/2013,2013-10-05,43,49,8,2013,10
10/02/2013,2013-10-04,41,52,7,2013,10
10/01/2013,2013-10-03,41,52,7,2013,10
09/30/2013,2013-10-02,44,50,6,2013,10
09/29/2013,2013-10-01,45,48,7,2013,10
09/28/2013,2013-09-30,45,48,7,2013,9
09/27/2013,2013-09-29,44,48,8,2013,9
09/26/2013,2013-09-28,43,50,7,2013,9
09/25/2013,2013-09-27,43,50,7,2013,9
09/24/2013,2013-09-26,44,49,7,2013,9
09/23/2013,2013-09-25,47,46,7,2013,9
09/22/2013,2013-09-24,46,47,7,2013,9
09/21/2013,2013-09-23,46,47,7,2013,9
09/20/2013,2013-09-22,45,47,8,2013,9
09/19/2013,2013-09-21,47,45,8,2013,9
09/18/2013,2013-09-20,45,45,10,2013,9
09/17/2013,2013-09-19,44,47,9,2013,9
09/16/2013,2013-09-18,45,47,8,2013,9
09/15/2013,2013-09-17,45,47,8,2013,9
09/14/2013,2013-09-16,45,46,9,2013,9
09/13/2013,2013-09-15,45,45,10,2013,9
09/12/2013,2013-09-14,44,46,10,2013,9
09/11/2013,2013-09-13,44,46,10,2013,9
09/10/2013,2013-09-12,45,47,8,2013,9
09/09/2013,2013-09-11,44,47,9,2013,9
09/08/2013,2013-09-10,45,47,8,2013,9
09/07/2013,2013-09-09,43,48,9,2013,9
09/06/2013,2013-09-08,43,48,9,2013,9
09/05/2013,2013-09-07,42,48,10,2013,9
09/04/2013,2013-09-06,43,48,9,2013,9
09/03/2013,2013-09-05,43,49,8,2013,9
09/02/2013,2013-09-04,45,48,7,2013,9
09/01/2013,2013-09-03,43,49,8,2013,9
08/31/2013,2013-09-02,44,47,9,2013,9
08/30/2013,2013-09-01,43,48,9,2013,9
08/29/2013,2013-08-31,45,48,7,2013,8
08/28/2013,2013-08-30,45,47,8,2013,8
08/27/2013,2013-08-29,46,47,7,2013,8
08/26/2013,2013-08-28,45,47,8,2013,8
08/25/2013,2013-08-27,44,48,8,2013,8
08/24/2013,2013-08-26,42,49,9,2013,8
08/23/2013,2013-08-25,45,47,8,2013,8
08/22/2013,2013-08-24,47,46,7,2013,8
08/21/2013,2013-08-23,49,43,8,2013,8
08/20/2013,2013-08-22,48,44,8,2013,8
08/19/2013,2013-08-21,47,46,7,2013,8
08/18/2013,2013-08-20,46,46,8,2013,8
08/17/2013,2013-08-19,47,45,8,2013,8
08/16/2013,2013-08-18,48,43,9,2013,8
08/15/2013,2013-08-17,46,45,9,2013,8
08/14/2013,2013-08-16,46,45,9,2013,8
08/13/2013,2013-08-15,45,47,8,2013,8
08/12/2013,2013-08-14,46,47,7,2013,8
08/11/2013,2013-08-13,46,47,7,2013,8
08/10/2013,2013-08-12,46,47,7,2013,8
08/09/2013,2013-08-11,44,49,7,2013,8
08/08/2013,2013-08-10,42,50,8,2013,8
08/07/2013,2013-08-09,41,50,9,2013,8
08/06/2013,2013-08-08,44,46,10,2013,8
08/05/2013,2013-08-07,45,46,9,2013,8
08/04/2013,2013-08-06,46,45,9,2013,8
08/03/2013,2013-08-05,44,47,9,2013,8
08/02/2013,2013-08-04,44,48,8,2013,8
08/01/2013,2013-08-03,44,48,8,2013,8
07/31/2013,2013-08-02,45,48,7,2013,8
07/30/2013,2013-08-01,44,49,7,2013,8
07/29/2013,2013-07-31,45,48,7,2013,7
07/28/2013,2013-07-30,46,47,7,2013,7
07/27/2013,2013-07-29,46,46,8,2013,7
07/26/2013,2013-07-28,45,47,8,2013,7
07/25/2013,2013-07-27,46,47,7,2013,7
07/24/2013,2013-07-26,46,47,7,2013,7
07/23/2013,2013-07-25,47,46,7,2013,7
07/22/2013,2013-07-24,45,47,8,2013,7
07/21/2013,2013-07-23,46,46,8,2013,7
07/20/2013,2013-07-22,46,45,9,2013,7
07/19/2013,2013-07-21,48,44,8,2013,7
07/18/2013,2013-07-20,48,44,8,2013,7
07/16/2013,2013-07-19,48,46,6,2013,7
07/15/2013,2013-07-18,47,47,6,2013,7
07/14/2013,2013-07-16,46,48,8,2013,7
07/13/2013,2013-07-15,45,48,7,2013,7
07/12/2013,2013-07-14,45,47,8,2013,7
07/11/2013,2013-07-13,46,46,8,2013,7
07/10/2013,2013-07-12,46,45,9,2013,7
07/09/2013,2013-07-11,46,47,7,2013,7
07/08/2013,2013-07-10,45,48,7,2013,7
07/07/2013,2013-07-09,47,47,6,2013,7
07/06/2013,2013-07-08,47,47,6,2013,7
07/05/2013,2013-07-07,46,48,6,2013,7
07/03/2013,2013-07-06,45,47,8,2013,7
07/02/2013,2013-07-05,46,45,9,2013,7
07/01/2013,2013-07-03,46,44,10,2013,7
06/30/2013,2013-07-02,46,46,8,2013,7
06/29/2013,2013-07-01,45,47,8,2013,7
06/28/2013,2013-06-30,45,48,7,2013,6
06/27/2013,2013-06-29,45,47,8,2013,6
06/26/2013,2013-06-28,48,45,7,2013,6
06/25/2013,2013-06-27,50,43,7,2013,6
06/24/2013,2013-06-26,50,43,7,2013,6
06/23/2013,2013-06-25,46,46,8,2013,6
06/22/2013,2013-06-24,45,47,8,2013,6
06/21/2013,2013-06-23,45,49,6,2013,6
06/20/2013,2013-06-22,46,46,8,2013,6
06/19/2013,2013-06-21,46,45,9,2013,6
06/18/2013,2013-06-20,47,45,8,2013,6
06/17/2013,2013-06-19,47,45,8,2013,6
06/16/2013,2013-06-18,47,44,9,2013,6
06/15/2013,2013-06-17,47,44,9,2013,6
06/14/2013,2013-06-16,47,44,9,2013,6
06/13/2013,2013-06-15,47,45,8,2013,6
06/12/2013,2013-06-14,48,44,8,2013,6
06/11/2013,2013-06-13,46,47,7,2013,6
06/10/2013,2013-06-12,46,47,7,2013,6
06/09/2013,2013-06-11,45,47,8,2013,6
06/08/2013,2013-06-10,47,44,9,2013,6
06/07/2013,2013-06-09,48,43,9,2013,6
06/06/2013,2013-06-08,48,44,8,2013,6
06/05/2013,2013-06-07,49,44,7,2013,6
06/04/2013,2013-06-06,47,46,7,2013,6
06/03/2013,2013-06-05,48,45,7,2013,6
06/02/2013,2013-06-04,47,45,8,2013,6
06/01/2013,2013-06-03,48,44,8,2013,6
05/31/2013,2013-06-02,47,44,9,2013,6
05/30/2013,2013-06-01,47,45,8,2013,6
05/29/2013,2013-05-31,48,44,8,2013,5
05/28/2013,2013-05-30,50,44,6,2013,5
05/27/2013,2013-05-29,49,44,7,2013,5
05/26/2013,2013-05-28,50,43,7,2013,5
05/25/2013,2013-05-27,48,45,7,2013,5
05/24/2013,2013-05-26,48,44,8,2013,5
05/23/2013,2013-05-25,47,45,8,2013,5
05/22/2013,2013-05-24,47,44,9,2013,5
05/21/2013,2013-05-23,49,43,8,2013,5
05/20/2013,2013-05-22,50,44,6,2013,5
05/19/2013,2013-05-21,50,44,6,2013,5
05/18/2013,2013-05-20,49,44,7,2013,5
05/17/2013,2013-05-19,49,44,7,2013,5
05/16/2013,2013-05-18,50,43,7,2013,5
05/15/2013,2013-05-17,51,42,7,2013,5
05/14/2013,2013-05-16,49,45,6,2013,5
05/13/2013,2013-05-15,48,46,6,2013,5
05/12/2013,2013-05-14,47,47,6,2013,5
05/11/2013,2013-05-13,49,45,6,2013,5
05/10/2013,2013-05-12,48,45,7,2013,5
05/09/2013,2013-05-11,49,44,7,2013,5
05/08/2013,2013-05-10,49,43,8,2013,5
05/07/2013,2013-05-09,50,43,7,2013,5
05/06/2013,2013-05-08,49,45,6,2013,5
05/05/2013,2013-05-07,51,45,4,2013,5
05/04/2013,2013-05-06,49,45,6,2013,5
05/03/2013,2013-05-05,50,45,5,2013,5
05/02/2013,2013-05-04,50,44,6,2013,5
05/01/2013,2013-05-03,51,43,6,2013,5
04/30/2013,2013-05-02,51,42,7,2013,5
04/29/2013,2013-05-01,50,43,7,2013,5
04/28/2013,2013-04-30,50,44,6,2013,4
04/27/2013,2013-04-29,49,44,7,2013,4
04/26/2013,2013-04-28,50,43,7,2013,4
04/25/2013,2013-04-27,50,42,8,2013,4
04/24/2013,2013-04-26,52,40,8,2013,4
04/23/2013,2013-04-25,50,43,7,2013,4
04/22/2013,2013-04-24,51,42,7,2013,4
04/21/2013,2013-04-23,48,45,7,2013,4
04/20/2013,2013-04-22,51,43,6,2013,4
04/19/2013,2013-04-21,50,43,7,2013,4
04/18/2013,2013-04-20,53,41,6,2013,4
04/17/2013,2013-04-19,51,42,7,2013,4
04/16/2013,2013-04-18,51,43,6,2013,4
04/15/2013,2013-04-17,49,43,8,2013,4
04/14/2013,2013-04-16,49,43,8,2013,4
04/13/2013,2013-04-15,50,43,7,2013,4
04/12/2013,2013-04-14,48,46,6,2013,4
04/11/2013,2013-04-13,48,46,6,2013,4
04/10/2013,2013-04-12,48,47,5,2013,4
04/09/2013,2013-04-11,50,45,5,2013,4
04/08/2013,2013-04-10,49,44,7,2013,4
04/07/2013,2013-04-09,49,43,8,2013,4
04/06/2013,2013-04-08,49,42,9,2013,4
04/05/2013,2013-04-07,48,44,8,2013,4
04/04/2013,2013-04-06,49,44,7,2013,4
04/03/2013,2013-04-05,48,46,6,2013,4
04/02/2013,2013-04-04,48,47,5,2013,4
04/01/2013,2013-04-03,47,48,5,2013,4
03/30/2013,2013-04-02,48,46,6,2013,4
03/29/2013,2013-04-01,47,47,6,2013,4
03/28/2013,2013-03-30,48,47,5,2013,3
03/27/2013,2013-03-29,46,47,7,2013,3
03/26/2013,2013-03-28,48,46,6,2013,3
03/25/2013,2013-03-27,49,43,8,2013,3
03/24/2013,2013-03-26,49,43,8,2013,3
03/23/2013,2013-03-25,48,45,7,2013,3
03/22/2013,2013-03-24,47,46,7,2013,3
03/21/2013,2013-03-23,48,45,7,2013,3
03/20/2013,2013-03-22,47,45,8,2013,3
03/19/2013,2013-03-21,47,46,7,2013,3
03/18/2013,2013-03-20,46,45,9,2013,3
03/17/2013,2013-03-19,48,44,8,2013,3
03/16/2013,2013-03-18,50,43,7,2013,3
03/15/2013,2013-03-17,49,45,6,2013,3
03/14/2013,2013-03-16,47,46,7,2013,3
03/13/2013,2013-03-15,47,46,7,2013,3
03/12/2013,2013-03-14,48,46,6,2013,3
03/11/2013,2013-03-13,48,46,6,2013,3
03/10/2013,2013-03-12,49,45,6,2013,3
03/09/2013,2013-03-11,49,44,7,2013,3
03/08/2013,2013-03-10,49,44,7,2013,3
03/07/2013,2013-03-09,50,43,7,2013,3
03/06/2013,2013-03-08,49,44,7,2013,3
03/05/2013,2013-03-07,49,44,7,2013,3
03/04/2013,2013-03-06,47,46,7,2013,3
03/03/2013,2013-03-05,48,44,8,2013,3
03/02/2013,2013-03-04,49,44,7,2013,3
03/01/2013,2013-03-03,46,46,8,2013,3
02/28/2013,2013-03-02,46,46,8,2013,3
02/27/2013,2013-03-01,47,45,8,2013,3
02/26/2013,2013-02-28,51,43,6,2013,2
02/25/2013,2013-02-27,51,43,6,2013,2
02/24/2013,2013-02-26,53,40,7,2013,2
02/23/2013,2013-02-25,51,42,7,2013,2
02/21/2013,2013-02-24,51,42,7,2013,2
02/20/2013,2013-02-23,50,44,6,2013,2
02/19/2013,2013-02-22,52,42,6,2013,2
02/18/2013,2013-02-20,50,42,8,2013,2
02/17/2013,2013-02-19,51,42,7,2013,2
02/16/2013,2013-02-18,51,43,6,2013,2
02/15/2013,2013-02-17,52,42,6,2013,2
02/14/2013,2013-02-16,50,44,6,2013,2
02/13/2013,2013-02-15,50,44,6,2013,2
02/12/2013,2013-02-14,50,44,6,2013,2
02/11/2013,2013-02-13,51,42,7,2013,2
02/10/2013,2013-02-12,52,42,6,2013,2
02/09/2013,2013-02-11,52,42,6,2013,2
02/08/2013,2013-02-10,52,43,5,2013,2
02/07/2013,2013-02-09,52,43,5,2013,2
02/06/2013,2013-02-08,52,43,5,2013,2
02/05/2013,2013-02-07,52,43,5,2013,2
02/04/2013,2013-02-06,52,41,7,2013,2
02/02/2013,2013-02-05,52,41,7,2013,2
02/01/2013,2013-02-04,52,42,6,2013,2
01/31/2013,2013-02-02,52,43,5,2013,2
01/30/2013,2013-02-01,54,42,4,2013,2
01/29/2013,2013-01-31,53,42,5,2013,1
01/28/2013,2013-01-30,53,41,6,2013,1
01/27/2013,2013-01-29,51,43,6,2013,1
01/26/2013,2013-01-28,52,43,5,2013,1
01/25/2013,2013-01-27,52,43,5,2013,1
01/24/2013,2013-01-26,52,41,7,2013,1
01/23/2013,2013-01-25,51,42,7,2013,1
01/22/2013,2013-01-24,52,42,6,2013,1
01/21/2013,2013-01-23,52,43,5,2013,1
01/20/2013,2013-01-22,53,42,5,2013,1
01/19/2013,2013-01-21,51,43,6,2013,1
01/18/2013,2013-01-20,50,43,7,2013,1
01/17/2013,2013-01-19,51,43,6,2013,1
01/16/2013,2013-01-18,48,45,7,2013,1
01/15/2013,2013-01-17,49,44,7,2013,1
01/14/2013,2013-01-16,50,43,7,2013,1
01/13/2013,2013-01-15,53,41,6,2013,1
01/12/2013,2013-01-14,52,40,8,2013,1
01/11/2013,2013-01-13,52,41,7,2013,1
01/10/2013,2013-01-12,51,42,7,2013,1
01/09/2013,2013-01-11,53,42,5,2013,1
01/08/2013,2013-01-10,54,41,5,2013,1
01/07/2013,2013-01-09,56,40,4,2013,1
01/06/2013,2013-01-08,56,39,5,2013,1
01/05/2013,2013-01-07,54,39,7,2013,1
01/04/2013,2013-01-06,54,39,7,2013,1
01/03/2013,2013-01-05,52,41,7,2013,1
12/30/2012,2013-01-04,52,42,6,2013,1
12/29/2012,2013-01-03,50,43,7,2013,1
12/28/2012,2012-12-30,53,41,6,2012,12
12/27/2012,2012-12-29,53,42,5,2012,12
12/26/2012,2012-12-28,54,40,6,2012,12
12/23/2012,2012-12-27,53,41,6,2012,12
12/22/2012,2012-12-26,56,39,5,2012,12
12/21/2012,2012-12-23,57,37,6,2012,12
12/19/2012,2012-12-22,57,37,6,2012,12
12/18/2012,2012-12-21,58,36,6,2012,12
12/17/2012,2012-12-19,56,37,7,2012,12
12/16/2012,2012-12-18,54,38,8,2012,12
12/15/2012,2012-12-17,52,40,8,2012,12
12/14/2012,2012-12-16,50,42,8,2012,12
12/13/2012,2012-12-15,50,43,7,2012,12
12/12/2012,2012-12-14,50,43,7,2012,12
12/11/2012,2012-12-13,51,42,7,2012,12
12/10/2012,2012-12-12,54,38,8,2012,12
12/09/2012,2012-12-11,54,38,8,2012,12
12/08/2012,2012-12-10,53,40,7,2012,12
12/07/2012,2012-12-09,51,43,6,2012,12
12/06/2012,2012-12-08,50,44,6,2012,12
12/05/2012,2012-12-07,50,43,7,2012,12
12/04/2012,2012-12-06,49,44,7,2012,12
12/03/2012,2012-12-05,50,44,6,2012,12
12/02/2012,2012-12-04,52,43,5,2012,12
12/01/2012,2012-12-03,53,41,6,2012,12
11/30/2012,2012-12-02,54,40,6,2012,12
11/29/2012,2012-12-01,52,41,7,2012,12
11/28/2012,2012-11-30,50,43,7,2012,11
11/27/2012,2012-11-29,51,43,6,2012,11
11/26/2012,2012-11-28,49,45,6,2012,11
11/25/2012,2012-11-27,51,42,7,2012,11
11/24/2012,2012-11-26,51,41,8,2012,11
11/23/2012,2012-11-25,53,39,8,2012,11
11/21/2012,2012-11-24,51,40,9,2012,11
11/20/2012,2012-11-23,50,42,8,2012,11
11/19/2012,2012-11-21,50,42,8,2012,11
11/18/2012,2012-11-20,51,43,6,2012,11
11/17/2012,2012-11-19,53,42,5,2012,11
11/16/2012,2012-11-18,52,41,7,2012,11
11/15/2012,2012-11-17,53,40,7,2012,11
11/14/2012,2012-11-16,52,41,7,2012,11
11/13/2012,2012-11-15,52,42,6,2012,11
11/12/2012,2012-11-14,52,41,7,2012,11
11/11/2012,2012-11-13,53,40,7,2012,11
11/10/2012,2012-11-12,52,41,7,2012,11
11/09/2012,2012-11-11,52,42,6,2012,11
11/08/2012,2012-11-10,51,43,6,2012,11
11/07/2012,2012-11-09,52,42,6,2012,11
11/06/2012,2012-11-08,49,45,6,2012,11
11/05/2012,2012-11-07,49,44,7,2012,11
11/04/2012,2012-11-06,50,44,6,2012,11
11/03/2012,2012-11-05,52,44,6,2012,11
11/01/2012,2012-11-04,52,45,7,2012,11
10/26/2012,2012-10-28,51,44,5,2012,10
10/25/2012,2012-10-27,48,48,4,2012,10
10/24/2012,2012-10-26,46,49,5,2012,10
10/23/2012,2012-10-25,48,47,5,2012,10
10/22/2012,2012-10-24,51,44,5,2012,10
10/21/2012,2012-10-23,53,42,5,2012,10
10/20/2012,2012-10-22,51,45,4,2012,10
10/19/2012,2012-10-21,49,46,5,2012,10
10/18/2012,2012-10-20,49,45,6,2012,10
10/17/2012,2012-10-19,49,46,5,2012,10
10/16/2012,2012-10-18,50,46,4,2012,10
10/15/2012,2012-10-17,50,44,6,2012,10
10/14/2012,2012-10-16,49,45,6,2012,10
10/13/2012,2012-10-15,49,45,6,2012,10
10/12/2012,2012-10-14,48,47,5,2012,10
10/10/2012,2012-10-12,48,46,6,2012,10
10/09/2012,2012-10-11,50,44,6,2012,10
10/08/2012,2012-10-10,52,43,5,2012,10
10/07/2012,2012-10-09,53,42,5,2012,10
10/06/2012,2012-10-08,53,42,5,2012,10
10/05/2012,2012-10-07,51,44,5,2012,10
10/04/2012,2012-10-06,48,46,6,2012,10
10/03/2012,2012-10-05,50,45,5,2012,10
10/02/2012,2012-10-04,52,43,5,2012,10
10/01/2012,2012-10-03,54,42,4,2012,10
09/30/2012,2012-10-02,50,44,6,2012,10
09/29/2012,2012-10-01,48,45,7,2012,10
09/28/2012,2012-09-30,47,46,7,2012,9
09/27/2012,2012-09-29,46,46,8,2012,9
09/26/2012,2012-09-28,48,47,5,2012,9
09/25/2012,2012-09-27,50,45,5,2012,9
09/24/2012,2012-09-26,50,44,6,2012,9
09/23/2012,2012-09-25,51,43,6,2012,9
09/22/2012,2012-09-24,50,43,7,2012,9
09/21/2012,2012-09-23,51,42,7,2012,9
09/20/2012,2012-09-22,51,43,6,2012,9
09/19/2012,2012-09-21,47,46,7,2012,9
09/18/2012,2012-09-20,47,48,5,2012,9
09/17/2012,2012-09-19,46,48,6,2012,9
09/16/2012,2012-09-18,48,46,6,2012,9
09/15/2012,2012-09-17,49,45,6,2012,9
09/14/2012,2012-09-16,50,44,6,2012,9
09/13/2012,2012-09-15,50,44,6,2012,9
09/12/2012,2012-09-14,49,45,6,2012,9
09/11/2012,2012-09-13,49,43,8,2012,9
